IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160267728,ASSAULT,BATTERY,Friday,4/1/16,7:55,TENDERLOIN,NONE,300 Block of MASON ST,-122.4097562,37.78691269,"(37.7869126924267, -122.409756223507)",1.60E+13
160267712,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,7:14,PARK,NONE,400 Block of COLE ST,-122.4505703,37.77097189,"(37.7709718927359, -122.450570292009)",1.60E+13
160267706,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,8:03,MISSION,NONE,16TH ST / POND ST,-122.4322818,37.7642892,"(37.7642891955749, -122.432281791678)",1.60E+13
160267706,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Friday,4/1/16,8:03,MISSION,NONE,16TH ST / POND ST,-122.4322818,37.7642892,"(37.7642891955749, -122.432281791678)",1.60E+13
160267706,OTHER OFFENSES,RESISTING ARREST,Friday,4/1/16,8:03,MISSION,NONE,16TH ST / POND ST,-122.4322818,37.7642892,"(37.7642891955749, -122.432281791678)",1.60E+13
160267671,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,4/1/16,7:05,BAYVIEW,NONE,1100 Block of WISCONSIN ST,-122.3984027,37.75240301,"(37.7524030056629, -122.398402739289)",1.60E+13
160267659,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,4/1/16,6:34,INGLESIDE,NONE,400 Block of SUNNYDALE AV,-122.4062437,37.70911366,"(37.7091136581786, -122.406243656169)",1.60E+13
160267643,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/1/16,6:20,NORTHERN,NONE,500 Block of BIRCH ST,-122.4257306,37.77791092,"(37.7779109179554, -122.42573060454)",1.60E+13
160267621,MISSING PERSON,FOUND PERSON,Friday,4/1/16,1:50,INGLESIDE,NONE,2100 Block of CAYUGA AV,-122.4542693,37.71048302,"(37.7104830193095, -122.454269264868)",1.60E+13
160267621,MISSING PERSON,MISSING JUVENILE,Friday,4/1/16,1:50,INGLESIDE,NONE,2100 Block of CAYUGA AV,-122.4542693,37.71048302,"(37.7104830193095, -122.454269264868)",1.60E+13
160267615,WARRANTS,WARRANT ARREST,Friday,4/1/16,6:05,PARK,"ARREST, BOOKED",200 Block of CENTRAL AV,-122.4440004,37.77182705,"(37.7718270462389, -122.444000364635)",1.60E+13
160267615,OTHER OFFENSES,VIOLATION OF FEDERAL STATUTE,Friday,4/1/16,6:05,PARK,"ARREST, BOOKED",200 Block of CENTRAL AV,-122.4440004,37.77182705,"(37.7718270462389, -122.444000364635)",1.60E+13
160267615,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,4/1/16,6:05,PARK,"ARREST, BOOKED",200 Block of CENTRAL AV,-122.4440004,37.77182705,"(37.7718270462389, -122.444000364635)",1.60E+13
160267609,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,4/1/16,2:42,NORTHERN,NONE,800 Block of VANNESS AV,-122.4209969,37.78310327,"(37.7831032668735, -122.420996914)",1.60E+13
160267596,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,4/1/16,4:42,PARK,NONE,100 Block of CENTRAL AV,-122.4438127,37.77089253,"(37.770892534208, -122.44381274387)",1.60E+13
160267596,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,4/1/16,4:42,PARK,NONE,100 Block of CENTRAL AV,-122.4438127,37.77089253,"(37.770892534208, -122.44381274387)",1.60E+13
160267580,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Friday,4/1/16,4:35,MISSION,NONE,19TH ST / DOLORES ST,-122.4259205,37.75982792,"(37.7598279172229, -122.425920487436)",1.60E+13
160267568,OTHER OFFENSES,CONSPIRACY,Friday,4/1/16,4:35,MISSION,NONE,16TH ST / FOLSOM ST,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)",1.60E+13
160267568,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Friday,4/1/16,4:35,MISSION,NONE,16TH ST / FOLSOM ST,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)",1.60E+13
160267552,MISSING PERSON,FOUND PERSON,Friday,4/1/16,4:30,NORTHERN,NONE,LARKIN ST / CEDAR ST,-122.4181824,37.78656623,"(37.7865662290665, -122.418182397674)",1.60E+13
160267530,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,4/1/16,3:50,RICHMOND,NONE,4400 Block of GEARY BL,-122.4669764,37.78102758,"(37.7810275834115, -122.466976397012)",1.60E+13
160267530,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,4/1/16,3:50,RICHMOND,NONE,4400 Block of GEARY BL,-122.4669764,37.78102758,"(37.7810275834115, -122.466976397012)",1.60E+13
160267524,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Friday,4/1/16,3:40,NORTHERN,"ARREST, BOOKED",800 Block of OFARRELL ST,-122.4187296,37.7850075,"(37.785007503993, -122.418729600557)",1.60E+13
160267524,ASSAULT,CHILD ABUSE (PHYSICAL),Friday,4/1/16,3:40,NORTHERN,"ARREST, BOOKED",800 Block of OFARRELL ST,-122.4187296,37.7850075,"(37.785007503993, -122.418729600557)",1.60E+13
160267524,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,4/1/16,3:40,NORTHERN,"ARREST, BOOKED",800 Block of OFARRELL ST,-122.4187296,37.7850075,"(37.785007503993, -122.418729600557)",1.60E+13
160267518,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,3:30,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239,"(37.7324323864471, -122.391522893042)",1.60E+13
160267502,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,4/1/16,2:54,TENDERLOIN,"ARREST, BOOKED",POWELL ST / GEARY ST,-122.408231,37.78735949,"(37.787359494956, -122.408231026261)",1.60E+13
160267502,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,4/1/16,2:54,TENDERLOIN,"ARREST, BOOKED",POWELL ST / GEARY ST,-122.408231,37.78735949,"(37.787359494956, -122.408231026261)",1.60E+13
160274397,NON-CRIMINAL,CASE CLOSURE,Friday,4/1/16,17:00,SOUTHERN,"ARREST, BOOKED",0 Block of HAWTHORNE ST,-122.3985268,37.78530999,"(37.7853099928246, -122.398526760915)",1.60E+13
160274397,OTHER OFFENSES,CONSPIRACY,Friday,4/1/16,17:00,SOUTHERN,"ARREST, BOOKED",0 Block of HAWTHORNE ST,-122.3985268,37.78530999,"(37.7853099928246, -122.398526760915)",1.60E+13
160274397,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,4/1/16,17:00,SOUTHERN,"ARREST, BOOKED",0 Block of HAWTHORNE ST,-122.3985268,37.78530999,"(37.7853099928246, -122.398526760915)",1.60E+13
160274397,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,4/1/16,17:00,SOUTHERN,"ARREST, BOOKED",0 Block of HAWTHORNE ST,-122.3985268,37.78530999,"(37.7853099928246, -122.398526760915)",1.60E+13
160273565,MISSING PERSON,FOUND PERSON,Friday,4/1/16,14:00,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007,"(37.7835100715421, -122.405395493939)",1.60E+13
160273311,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,4/1/16,19:00,MISSION,NONE,1200 Block of HAMPSHIRE ST,-122.4072826,37.75208897,"(37.7520889652054, -122.407282615949)",1.60E+13
160273145,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,4/1/16,17:30,MISSION,NONE,500 Block of ALVARADO ST,-122.4332349,37.75380998,"(37.7538099798832, -122.433234945897)",1.60E+13
160272896,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Friday,4/1/16,12:00,NORTHERN,NONE,900 Block of MCALLISTER ST,-122.4284641,37.77910677,"(37.7791067704679, -122.428464085513)",1.60E+13
160272896,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Friday,4/1/16,12:00,NORTHERN,NONE,900 Block of MCALLISTER ST,-122.4284641,37.77910677,"(37.7791067704679, -122.428464085513)",1.60E+13
160272517,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/1/16,22:45,SOUTHERN,NONE,NATOMA ST / 6TH ST,-122.4076931,37.78016307,"(37.7801630691196, -122.407693108529)",1.60E+13
160272454,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,4/1/16,15:30,CENTRAL,NONE,200 Block of BEACH ST,-122.413179,37.80763875,"(37.8076387530515, -122.413178958845)",1.60E+13
160272385,ASSAULT,THREATS AGAINST LIFE,Friday,4/1/16,23:00,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302,"(37.7828430233213, -122.413237516676)",1.60E+13
160267499,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,2:22,BAYVIEW,NONE,0 Block of SILLIMAN ST,-122.4056075,37.73115845,"(37.7311584497498, -122.405607538765)",1.60E+13
160267483,ASSAULT,BATTERY,Friday,4/1/16,2:04,MISSION,NONE,16TH ST / GUERRERO ST,-122.4241043,37.76478282,"(37.7647828165893, -122.424104315404)",1.60E+13
160267477,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,4/1/16,1:56,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160267477,OTHER OFFENSES,RESISTING ARREST,Friday,4/1/16,1:56,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160267461,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Friday,4/1/16,1:40,INGLESIDE,NONE,0 Block of TEDDY AV,-122.4033358,37.71334086,"(37.7133408583918, -122.403335801093)",1.60E+13
160267455,ARSON,"FIRE, UNLAWFULLY CAUSING",Friday,4/1/16,1:34,CENTRAL,"ARREST, BOOKED",300 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325,"(37.7980532528058, -122.396374439116)",1.60E+13
160267449,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,4/1/16,1:20,RICHMOND,"ARREST, BOOKED",31ST AV / CLEMENT ST,-122.4912995,37.78172527,"(37.7817252744803, -122.491299456328)",1.60E+13
160267433,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,4/1/16,0:47,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4157546,37.78071918,"(37.780719182394, -122.415754575208)",1.60E+13
160267433,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,4/1/16,0:47,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4157546,37.78071918,"(37.780719182394, -122.415754575208)",1.60E+13
160267433,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,4/1/16,0:47,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4157546,37.78071918,"(37.780719182394, -122.415754575208)",1.60E+13
160267392,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,4/1/16,0:33,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141,"(37.7831614109395, -122.411615075408)",1.60E+13
160267336,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,4/1/16,0:05,CENTRAL,"ARREST, BOOKED",BATTERY ST / SACRAMENTO ST,-122.4001528,37.7941347,"(37.7941347017286, -122.400152784011)",1.60E+13
160267320,ASSAULT,BATTERY,Friday,4/1/16,0:19,RICHMOND,"ARREST, BOOKED",3900 Block of GEARY BL,-122.4616202,37.78125976,"(37.7812597610597, -122.461620169101)",1.60E+13
160267314,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,4/1/16,0:10,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985,"(37.7821198488931, -122.415669661443)",1.60E+13
160267295,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Friday,4/1/16,0:02,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.4016923,37.78606467,"(37.7860646749873, -122.401692264348)",1.60E+13
160269605,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,4/1/16,17:59,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.4122242,37.78207293,"(37.7820729312029, -122.412224164736)",1.60E+13
160269592,ASSAULT,BATTERY,Friday,4/1/16,16:30,MISSION,NONE,18TH ST / CAPP ST,-122.4182722,37.76190296,"(37.7619029613022, -122.418272166422)",1.60E+13
160269570,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,4/1/16,17:00,CENTRAL,NONE,LARKIN ST / LOMBARD ST,-122.4212614,37.80175869,"(37.8017586868008, -122.42126135848)",1.60E+13
160269558,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,4/1/16,17:30,MISSION,NONE,2600 Block of BRYANT ST,-122.4091214,37.75197875,"(37.7519787472165, -122.409121399225)",1.60E+13
160269542,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,4/1/16,18:12,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160269508,WARRANTS,WARRANT ARREST,Friday,4/1/16,17:47,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,"(37.7799444052046, -122.414317857881)",1.60E+13
160269508,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,4/1/16,17:47,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,"(37.7799444052046, -122.414317857881)",1.60E+13
160269489,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,17:50,TENDERLOIN,NONE,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,"(37.7823291237659, -122.414029821727)",1.60E+13
160269473,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,4/1/16,18:12,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.4065391,37.75648641,"(37.7564864109309, -122.406539115148)",1.60E+13
160269467,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,4/1/16,17:37,SOUTHERN,"ARREST, BOOKED",WELSH ST / 5TH ST,-122.3997654,37.77737113,"(37.7773711261408, -122.399765430206)",1.60E+13
160269467,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,4/1/16,17:37,SOUTHERN,"ARREST, BOOKED",WELSH ST / 5TH ST,-122.3997654,37.77737113,"(37.7773711261408, -122.399765430206)",1.60E+13
160269467,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,4/1/16,17:37,SOUTHERN,"ARREST, BOOKED",WELSH ST / 5TH ST,-122.3997654,37.77737113,"(37.7773711261408, -122.399765430206)",1.60E+13
160269451,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,4/1/16,18:00,MISSION,NOT PROSECUTED,1000 Block of POTRERO AV,-122.4065391,37.75648641,"(37.7564864109309, -122.406539115148)",1.60E+13
160269439,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,4/1/16,16:00,CENTRAL,NONE,300 Block of STOCKTON ST,-122.4068442,37.78922608,"(37.7892260799548, -122.406844190027)",1.60E+13
160269423,ROBBERY,"ROBBERY, BODILY FORCE",Friday,4/1/16,17:41,CENTRAL,NONE,500 Block of GEARY ST,-122.4127553,37.78672593,"(37.7867259286124, -122.41275532583)",1.60E+13
160269417,OTHER OFFENSES,RESISTING ARREST,Friday,4/1/16,17:15,TARAVAL,NONE,1900 Block of TARAVAL ST,-122.4869486,37.7425,"(37.7425000003836, -122.486948607632)",1.60E+13
160269417,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,4/1/16,17:15,TARAVAL,NONE,1900 Block of TARAVAL ST,-122.4869486,37.7425,"(37.7425000003836, -122.486948607632)",1.60E+13
160269401,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,16:35,RICHMOND,NONE,4900 Block of CALIFORNIA ST,-122.4704511,37.78449333,"(37.7844933280898, -122.470451051844)",1.60E+13
160269398,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,4/1/16,16:55,MISSION,"ARREST, BOOKED",2700 Block of MISSION ST,-122.4185872,37.75301865,"(37.7530186537446, -122.418587172219)",1.60E+13
160269360,TRESPASS,TRESPASSING,Friday,4/1/16,16:02,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60E+13
160269360,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,4/1/16,16:02,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60E+13
160269360,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,4/1/16,16:02,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60E+13
160269354,ASSAULT,CHILD ABUSE (PHYSICAL),Friday,4/1/16,17:20,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60E+13
160269354,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,4/1/16,17:20,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60E+13
160269354,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,4/1/16,17:20,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60E+13
160269348,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Friday,4/1/16,14:00,NORTHERN,NONE,1200 Block of EDDY ST,-122.4282233,37.78189595,"(37.7818959488603, -122.428223303176)",1.60E+13
160269332,ASSAULT,BATTERY,Friday,4/1/16,16:40,NORTHERN,NONE,1100 Block of LARKIN ST,-122.4185805,37.78819061,"(37.7881906054546, -122.418580508889)",1.60E+13
160269326,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,4/1/16,17:49,INGLESIDE,"ARREST, BOOKED",EUGENIA AV / COLERIDGE ST,-122.4209793,37.74175136,"(37.7417513592129, -122.420979307149)",1.60E+13
160269304,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE,Friday,4/1/16,16:55,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.4155082,37.78165428,"(37.7816542806076, -122.415508242782)",1.60E+13
160269291,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,4/1/16,16:13,RICHMOND,"ARREST, BOOKED",CLEMENT ST / 26TH AV,-122.4859449,37.78197217,"(37.7819721697031, -122.485944898656)",1.60E+13
160269257,OTHER OFFENSES,"FIREARMS, SEIZING AT SCENE OF DV",Friday,4/1/16,16:20,PARK,"ARREST, BOOKED",1700 Block of MCALLISTER ST,-122.4408795,37.77753219,"(37.7775321935218, -122.440879521853)",1.60E+13
160269241,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/1/16,15:20,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4168189,37.7769362,"(37.7769362014881, -122.416818891994)",1.60E+13
160269213,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,4/1/16,15:15,NORTHERN,"ARREST, BOOKED",1700 Block of CALIFORNIA ST,-122.4231568,37.79020883,"(37.7902088255652, -122.423156806774)",1.60E+13
160269213,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,4/1/16,15:15,NORTHERN,"ARREST, BOOKED",1700 Block of CALIFORNIA ST,-122.4231568,37.79020883,"(37.7902088255652, -122.423156806774)",1.60E+13
160269213,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,4/1/16,15:15,NORTHERN,"ARREST, BOOKED",1700 Block of CALIFORNIA ST,-122.4231568,37.79020883,"(37.7902088255652, -122.423156806774)",1.60E+13
160269188,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,4/1/16,12:00,TENDERLOIN,NONE,HYDE ST / OFARRELL ST,-122.4162618,37.78537508,"(37.7853750846376, -122.416261836834)",1.60E+13
160269166,NON-CRIMINAL,FOUND PROPERTY,Friday,4/1/16,16:30,MISSION,UNFOUNDED,2800 Block of MISSION ST,-122.4182961,37.75142849,"(37.7514284856786, -122.418296094437)",1.60E+13
160269150,WARRANTS,WARRANT ARREST,Friday,4/1/16,14:30,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160269150,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Friday,4/1/16,14:30,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160269150,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,4/1/16,14:30,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160269144,NON-CRIMINAL,FOUND PROPERTY,Friday,4/1/16,14:45,MISSION,NONE,18TH ST / CASTRO ST,-122.4350029,37.76088781,"(37.7608878061194, -122.435002864298)",1.60E+13
160269122,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,4/1/16,12:00,TARAVAL,NONE,200 Block of ORIZABA AV,-122.4625054,37.7128513,"(37.71285130195, -122.462505406205)",1.60E+13
160269116,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Friday,4/1/16,15:40,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.4193502,37.76101609,"(37.7610160912056, -122.419350173229)",1.60E+13
160269116,ROBBERY,"ROBBERY, BODILY FORCE",Friday,4/1/16,15:40,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.4193502,37.76101609,"(37.7610160912056, -122.419350173229)",1.60E+13
160269100,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,4/1/16,15:45,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.4039563,37.79004894,"(37.7900489356744, -122.403956301191)",1.60E+13
160269100,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,4/1/16,15:45,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.4039563,37.79004894,"(37.7900489356744, -122.403956301191)",1.60E+13
160269081,NON-CRIMINAL,AIDED CASE,Friday,4/1/16,15:30,TARAVAL,NONE,600 Block of HEAD ST,-122.4643814,37.71882562,"(37.7188256224818, -122.464381413877)",1.60E+13
160269075,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,4/1/16,16:12,MISSION,"ARREST, BOOKED",MISSION ST / 22ND ST,-122.4187487,37.75543719,"(37.7554371875097, -122.418748733523)",1.60E+13
160269069,MISSING PERSON,FOUND PERSON,Friday,4/1/16,15:32,CENTRAL,NONE,1900 Block of HYDE ST,-122.4189586,37.79840628,"(37.7984062833912, -122.418958637141)",1.60E+13
160269069,MISSING PERSON,MISSING ADULT,Friday,4/1/16,15:32,CENTRAL,NONE,1900 Block of HYDE ST,-122.4189586,37.79840628,"(37.7984062833912, -122.418958637141)",1.60E+13
160269053,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,4/1/16,15:50,NORTHERN,NONE,1900 Block of FILLMORE ST,-122.4335749,37.78724375,"(37.7872437452533, -122.433574929844)",1.60E+13
160269025,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,4/1/16,15:40,MISSION,"ARREST, BOOKED",MISSION ST / 20TH ST,-122.4190527,37.75863241,"(37.7586324051562, -122.419052694349)",1.60E+13
160269019,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,4/1/16,15:24,SOUTHERN,NONE,1100 Block of MISSION ST,-122.4128343,37.77779031,"(37.7777903094246, -122.412834332129)",1.60E+13
160269003,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Friday,4/1/16,15:15,TARAVAL,NONE,JUDAH ST / LA PLAYA ST,-122.509139,37.76027915,"(37.7602791548408, -122.509138997184)",1.60E+13
160268986,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,4/1/16,14:50,INGLESIDE,NONE,MADRID ST / GENEVA AV,-122.4378041,37.71494034,"(37.7149403430202, -122.437804110663)",1.60E+13
160268964,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,4/1/16,0:30,TENDERLOIN,NONE,TURK ST / LEAVENWORTH ST,-122.4140563,37.78279311,"(37.7827931071006, -122.414056291891)",1.60E+13
160268964,ROBBERY,"ROBBERY, BODILY FORCE",Friday,4/1/16,0:30,TENDERLOIN,NONE,TURK ST / LEAVENWORTH ST,-122.4140563,37.78279311,"(37.7827931071006, -122.414056291891)",1.60E+13
160268936,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,4/1/16,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160268914,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,4/1/16,14:00,INGLESIDE,NONE,300 Block of HIGHLAND AV,-122.4184312,37.73707389,"(37.7370738925417, -122.418431197722)",1.60E+13
160268908,NON-CRIMINAL,AIDED CASE,Friday,4/1/16,14:58,SOUTHERN,NONE,11TH ST / DIVISION ST,-122.4109328,37.76941138,"(37.769411384942, -122.410932750782)",1.60E+13
160268889,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,4/1/16,14:50,SOUTHERN,NONE,600 Block of 4TH ST,-122.3954118,37.77735516,"(37.7773551623763, -122.395411806894)",1.60E+13
160268889,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ A KNIFE,Friday,4/1/16,14:50,SOUTHERN,NONE,600 Block of 4TH ST,-122.3954118,37.77735516,"(37.7773551623763, -122.395411806894)",1.60E+13
160267295,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Friday,4/1/16,0:02,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.4016923,37.78606467,"(37.7860646749873, -122.401692264348)",1.60E+13
155965153,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,4/1/16,0:32,RICHMOND,NONE,3900 Block of GEARY BL,-122.4616202,37.78125976,"(37.7812597610597, -122.461620169101)",1.56E+13
166086489,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,4/2/16,22:00,NORTHERN,NONE,1900 Block of UNION ST,-122.4318099,37.79750148,"(37.7975014780581, -122.431809947334)",1.66E+13
